"https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link","Tipo","Provincia","Localidad","Barrio","Domicilio","Cód. Postal","Cuit","Telefono","Ap.Vacuna","Ap.Vacuna Menor"
"Farmacia Ambar Bancaria - Bancaria11","Farmacia","Rio Negro","General Roca","","JUJUY 1006","8332","30-70852385-9","","Si","No"
"Farmacia Ambar Bancaria - Bancaria2","Farmacia","Rio Negro","General Roca","","25 DE MAYO 864","8332","30-70852385-9","","Si","No"
"Farmacia Ambar Bancaria - Bancaria3","Farmacia","Rio Negro","General Roca","","SAN JUAN 2732","8332","30-70852385-9","","No","No"
"Farmacia Ambar Bancaria - Evita","Farmacia","Rio Negro","General Roca","","EVITA 2415","8332","30-70852385-9","","No","No"
"Farmacia San Martin I ","Farmacia","Rio Negro","General Roca","","Gral. José De San Martín 87","8332","30-68953878-5","","No","No"
"Farmacia San Martin Ii","Farmacia","Rio Negro","General Roca","","Gral. José De San Martín 1612","8332","30-68953878-5","","No","No"
"Farmacia San Martin Iii ","Farmacia","Rio Negro","General Roca","","Tucumán 398","8332","30-68953878-5","","No","No"
"Farmacia San Martin Iv","Farmacia","Rio Negro","General Roca","","Buenos Aires 991","8332","30-68953878-5","","No","No"
"Farmacia San Martin Ix","Farmacia","Rio Negro","General Roca","","Av. Gral. Julio Argentino Roca 85","8332","30-68953878-5","","Si","Si"
"Farmacia San Martin V","Farmacia","Rio Negro","General Roca","","Jujuy 1810","8332","30-68953878-5","","No","No"
"Farmacia San Martin Vi","Farmacia","Rio Negro","General Roca","","Tucumán 753","8332","30-68953878-5","","No","No"
"Vacunatorio Estuardo Romero Ii","Vacunatorio","Rio Negro","General Roca","","LA PAMPA 1535","8332","27-22586049-7","","Si","No"
"Farmacia Morales","Farmacia","Rio Negro","Ingeniero Huergo","","Av. Colón 744, R8334 Ingeniero Luis A. Huergo, Río Negro, Argentina","8334","27-23648570-1","","No","No"
"Farmacia Ambar Bancaria - Lamarque","Farmacia","Rio Negro","Lamarque","","SAN MARTIN 863","8363","30-70852385-9","","Si","No"
"San Matias","Farmacia","Rio Negro","San Antonio Oeste","","Islas Malvinas 1098","8520","20-18762487-9","","Si","No"
"Bancaria Bariloche 2","Farmacia","Rio Negro","San Carlos De Bariloche","","Av. 12 De Octubre 1708","8400","30-70852385-9","","No","No"
"Brió","Farmacia","Rio Negro","San Carlos De Bariloche","","Av. Exequiel Bustillo 6489,","8400","27-33505056-3","","No","No"
"Diagonal","Farmacia","Rio Negro","San Carlos De Bariloche","","Diag. Capraro 1301,","8400","27-13177780-4","","Si","Si"
"Dr Pasteur ","Farmacia","Rio Negro","San Carlos De Bariloche","","ELORDI 1164","8400","27-20679488-2","","Si","No"
"Farmacia Ambar Bancaria - Bariloche","Farmacia","Rio Negro","San Carlos De Bariloche","","ELORDI 520","8400","30-70852385-9","","No","No"
"Farmacia De Miguel","Farmacia","Rio Negro","San Carlos De Bariloche","","Mitre 130","8400","30-53217008-3","","Si","Si"
"Farmacia Del Este","Farmacia","Rio Negro","San Carlos De Bariloche","","Comandante Luis piedra Buena esquina Cabildo","8400","27-33192895-5","","Si","Si"
"Luna Lanz","Farmacia","Rio Negro","San Carlos De Bariloche","","Onelli 1509, R8400 San Carlos De Bariloche, RíO Negro","8400","33-70793099-9","","No","No"
"Pharmacy Pasaje","Farmacia","Rio Negro","San Carlos De Bariloche","","Pje. Gutiérrez 998","8400","20-17669280-5","","No","No"
"Tao Del Lago ","Farmacia","Rio Negro","San Carlos De Bariloche","","Av. Exequiel Bustillo 8650-8682, San Carlos De Bariloche, Río Negro","8400","30-71587877-8","","Si","No"
"Tao Pehuenes","Farmacia","Rio Negro","San Carlos De Bariloche","","Pioneros 7536","8400","30-71587877-8","","No","No"
"Vac Consultorios Médicos Albarracin","Vacunatorio","Rio Negro","San Carlos De Bariloche","","Albarracin 1332","8400","20-16202909-7","","Si","No"
"Vacunatorio Proteger Bariloche","Vacunatorio","Rio Negro","San Carlos De Bariloche","","Lonquimay 3920","8400","20-17030490-0","","Si","No"
"Don Olegario","Farmacia","Rio Negro","Valcheta","","Remedios De Escalada 1124, R8536 Valcheta, Río Negro","8536","27-16333411-4","","Si","Si"
"Vazquez","Farmacia","Rio Negro","Viedma","","Av. Jose Maria Guido 1408","8500","20-22132938-5","","No","No"
"Bancaria  Regina 2","Farmacia","Rio Negro","Villa Regina","","Inmigrantes 70","8336","30-70852385-9","","No","No"
"Farmacia Ambar Bancaria - Villa Regina","Farmacia","Rio Negro","Villa Regina","","LAS HERAS 167","8336","30-70852385-9","","No","No"
"Vazquez","Farmacia","Rio Negro","Villa Regina","","Sarmiento Sarmiento 121, R8336ewc Villa Regina, Río Negro","8336","20-24078368-2","","Si","No"
"De La Esquina - Colón","Farmacia","Salta","Cafayate","","Colón, Calchaquí Esquina, A4427 Cafayate, Salta","4427","20-33628328-1","","Si","Si"
"De La Esquina - Las Viñas","Farmacia","Salta","Cafayate","","Syrah Esquina Bonarda Bº Paseo Las Viñas","4427","20-33628328-1","","Si","Si"
"Farmacia De La Esquina","Farmacia","Salta","Cafayate","","Av. Gral. Güemes Nte. 203","4427","20-33628328-1","","Si","Si"
"Integral","Farmacia","Salta","Oran","","Hipólito Yrigoyen 696","4530","27-21973555-9","","No","No"
"Calchaqui","Farmacia","Salta","Salta","","Leguizamón 1202,","4400","27-17308427-2","","Si","No"
"Farmacia Caseros","Farmacia","Salta","Salta","","SARMIENTO 1","4400","30-64767550-2","","No","No"
"Farmacia Del Valle I","Farmacia","Salta","Salta","","Entre Ríos 850","4400","30-70832453-8","","No","No"
"Farmacia Del Valle Ii","Farmacia","Salta","Salta","","Alvarado 602","4400","30-70832453-8","","No","No"
"Farmacia Del Valle Iii","Farmacia","Salta","Salta","","Av. Bicentenario 932","4400","27-22683606-9","","Si","No"
"Farmacia Del Valle Iv","Farmacia","Salta","Salta","","Av. Paraguay 1211","4402","30-70832453-8","","No","No"
"Farmacia Del Valle Ix","Farmacia","Salta","Salta","","España 424","4400","30-70832453-8","","No","No"
"Farmacia Del Valle V","Farmacia","Salta","Salta","","Av. Belgrano 396","4400","20-22632381-4","","No","No"
"Farmacia Del Valle Vi","Farmacia","Salta","Salta","","Arenales 1601","4400","30-70832453-8","","No","No"
"Farmacia Del Valle Vii","Farmacia","Salta","Salta","","Hipolito Yrigoyen 339 - Local 4","4402","30-70832453-8","","Si","No"
"Farmacia Del Valle Viii ","Farmacia","Salta","Salta","","20 de Febrero 28","4400","30-70832453-8","","Si","No"
"Farmacia Del Valle X","Farmacia","Salta","Salta","","Pueyrredón 2","4400","30-70832453-8","","Si","No"
"Farmacia Del Valle Xi","Farmacia","Salta","Salta","","Portugal 401","4400","30-70832453-8","","Si","No"
"Farmacia Del Valle Xii","Farmacia","Salta","Salta","","Catamarca 431","4400","30-70832453-8","","No","No"
"Farmacia Del Valle Xiii","Farmacia","Salta","Salta","","Ruta nacional N 51 KM 3 1/2","4400","30-70832453-8","","No","No"
"Farmacia Del Valle Xiv","Farmacia","Salta","Salta","","Independencia 824","4400","30-70832453-8","","Si","No"
"Farmacia Del Valle Xv","Farmacia","Salta","Salta","","ZUVIRIA 1490","4400","30-70832453-8","","No","No"
"Farmacia El Indio","Farmacia","Salta","Salta","","Mitre 400","4400","30-70854661-1","","No","No"
"Farmacia Farmar I Salta","Farmacia","Salta","Salta","","CASEROS 745","4400","30-64757550-2","","No","No"
"Farmacia Farmar Ii ","Farmacia","Salta","Salta","","ALVARADO 730","4400","30-64767550-2","","No","No"
"Farmacia Farmar Iii   ","Farmacia","Salta","Salta","","SAN MARTIN 572","4400","30-64767550-2","","No","No"
"Farmacia Fleming","Farmacia","Salta","Salta","","Av Peron y Arenal s/n","","30-71000040-5","","No","No"
"Farmacia Fleming","Farmacia","Salta","Salta","","Av. Belgrano 674","4400","27-20503988-6","","No","No"
"Farmacia Galenica","Farmacia","Salta","Salta","","Vicente López 180, A4400dyd Salta, Argentina","4400","20-17860494-6","","No","No"
"Farmacia Guemes","Farmacia","Salta","Salta","","Sarmiento 432","4400","30-71226848-0","","Si","No"
"Farmacia Integral Srl","Farmacia","Salta","Salta","","Av. Del Bicentenario De La Batalla De Salta 23, A4400 Salta","","33-70851356-9","","No","No"
"Farmacia Jujuy","Farmacia","Salta","Salta","","Jujuy 400","4400","27-22683606-9","","No","No"
"Farmacia Padre Pio","Farmacia","Salta","Salta","","EL FUEGUINO 572","4401","30-71811717-4","","No","No"
"Farmacia Profilaxis","Farmacia","Salta","Salta","","SARMIENTO 371","4400","30-70837032-7","","No","No"
"Farmacia Rivadavia","Farmacia","Salta","Salta","","Av. Sarmiento 600, A4400 Salta, Argentina","4400","20-17860494-6","","No","No"
"Farmacia Siglo Xxi","Farmacia","Salta","Salta","","AV.BELGRANO 991","4400","20-26542364-8","","No","No"
"Farmacity 111-Salta 1 - Peatonal","Farmacia","Salta","Salta","","ALBERDI 84","4400","30-69213874-7","","No","No"
"Farmacity 129-Salta 3 - Shopping Alto Noa","Farmacia","Salta","Salta","","VIRREY TOLEDO AVDA. 702","4400","30-69213874-7","","No","No"
"Farmacity 134-Salta- Belgrano","Farmacia","Salta","Salta","","BELGRANO AVDA. 1789","4400","30-69213874-7","","No","No"
"Farmacity 251 - Ameghino ","Farmacia","Salta","Salta","","CALLE AMEGHINO 593/95/97/99","4400","30-69213874-7","","No","No"
"Farmacity 392 - 6 Reyes Catolicos","Farmacia","Salta","Salta","","Av. Reyes Católicos 1503","4408","30-69213874-7","","No","No"
"Guichar S.R.L (Farmacia La Flor )","Farmacia","Salta","Salta","","BATALLA DE SALTA 310","4400","30-70929248-6","","No","No"
"Nueva España","Farmacia","Salta","Salta","","España 899","4400","20-17842677-0","","No","No"
"Padre Pio Ii","Farmacia","Salta","Salta","","Av. Lisandro De La Torre 38, Salta","4400","23-32165007-4","","No","No"
"Par","Farmacia","Salta","Salta","","Bartolomé Mitre 699, A4400 Salta, Argentina","4400","20-35643119-8","","Si","Si"
"Pieve 24","Farmacia","Salta","Salta","","Caseros 802","4400","30-71021893-1","","No","No"
"San Francisco","Farmacia","Salta","Salta","","DEAN FUNES 596","4400","33-68125608-9","","Si","Si"
"San Francisco I","Farmacia","Salta","Salta","","DEAN FUNES 477","A4406CLB","33-68125608-9","","No","No"
"San Francisco Ii","Farmacia","Salta","Salta","","TOBÍAS 98","A4406CLB","33-68125608-9","","No","No"
"San Francisco Iii","Farmacia","Salta","Salta","","VIRREY TOLEDO 1245","A4406CLB","33-68125608-9","","No","No"
"San Francisco Iv","Farmacia","Salta","Salta","","SAN MARTIN AVDA. 1700 - LOCAL 8","4400","33-68125608-9","","No","No"
"San Francisco V","Farmacia","Salta","Salta","","RAMON CAÑAVERA 1926","4412","33-68125608-9","","No","No"
"San Francisco Vi","Farmacia","Salta","Salta","","JUAN DOMINGO PERON 2983","4410","33-68125608-9","","Si","No"
"San Francisco Vii","Farmacia","Salta","Salta","","NECOCHEA 419","4400","33-68125608-9","","Si","No"
"San Francisco Viii","Farmacia","Salta","Salta","","DIEGO ZAVALETA 496","4400","33-68125608-9","","No","No"
"San Francisco X","Farmacia","Salta","Salta","","Complejo Garden Mall Mzna 7 Lote 1 Local 29 - San Lorenzo","4401","33-68125608-9","","Si","Si"
"Total","Farmacia","Salta","Salta","","Gral. Martin Güemes 1520,","4400","27-31548300-5","","No","No"
"Farmacia Del Valle Xxiv","Farmacia","Salta","San Lorenzo  (Salta)","","Av. San Martín 866, A4401 Villa San Lorenzo, Salta, Argentina","4401","30-56173408-5","","No","No"
"Fleming San Lorenzo","Farmacia","Salta","San Lorenzo  (Salta)","","Lucio Mansilla 351","4401","30-71000040-5","","No","No"
"San Francisco Ix","Farmacia","Salta","San Lorenzo  (Salta)","","Av. San Martin Esq. Pasaje Emma Solá","4401","33-68125608-9","","No","No"
"Farmacia Avenida","Farmacia","Salta","Tartagal","","Alberdi 798","4560","27-22562152-2","","Si","No"
"Buenaventura","Farmacia","San Juan","San Juan","","Bolivia 808, J5400 San Juan","5400","27-17290309-1","","No","No"
"Buenaventura Iv","Farmacia","San Juan","San Juan","","Gral. Mariano Acha Nte.","5400","27-17290309-1","","No","No"
"Cuyo","Farmacia","San Juan","San Juan","","Libertador General San Martín 2918, San Juan, Argentina","5400","30-68166049-2","","No","No"
"De Lourdes","Farmacia","San Juan","San Juan","","Av. Guillermo Rawson Sur 108","5402","30-71786970-9","","No","No"
"Del Bono ","Farmacia","San Juan","San Juan","","9 De Julio Oeste","5400","30-70814186-7","","No","No"
"Farmacia Nueva Valdivia","Farmacia","San Juan","San Juan","","Urquiza Sur 1287, J5402gom San Juan, Argentina","5402","23-17223890-4","","No","No"
"Farmacity 10024 - Mzasanjuan ","Farmacia","San Juan","San Juan","","25 DE MAYO 336","5400","30-67637465-1","","No","No"
"Generica","Farmacia","San Juan","San Juan","","Mendoza Sur 515, J5402 Guk, San Juan","5402","30-70814186-7","","No","No"
"La Medalla","Farmacia","San Juan","San Juan","","Esteban Echeverría Sur","5400","27-21358000-6","","No","No"
"Nueva Farmacia San Pantaleon  Ii","Farmacia","San Juan","San Juan","","Mendoza Sur &b. Rivadavia Oeste, Centro","5400","30-70890312-0","","No","No"
"Sabin Ii","Farmacia","San Juan","San Juan","","Av. José Ignacio De La Roza Oeste 1816 Esquina Paula A. De Sarmiento","5400","30-71477920-2","","No","No"
"San Benito Del Mercardo","Farmacia","San Juan","San Juan","","Av. Rawson  294","5400","30-71023373-6","","No","No"
"Del Solar","Farmacia","San Juan","Santa Lucia","","1499, J5411dib, Av. Libertador Gral. San Martin Este 1515,","5411","27-24948729-0","","No","No"
"Farmacia Juana Koslay","Farmacia","San Luis","Juana Koslay","","MICHILINGÜES 2834","5701","27-20409878-1","","Si","No"
"San Antonio","Farmacia","San Luis","Juana Koslay","","Av. Del Viento Chorrillero 1012","5701","27-18482652-1","","Si","Si"
"Santa María","Farmacia","San Luis","Juana Koslay","","AVENIDA PRESIDENTE PERÓN 1200","5701","23-25842373-9","","No","No"
"Farmacia Divino Niño Plaza","Farmacia","San Luis","La Punta","","BARRIO EL NOGAL - MODULO 3 MZ 47 CASA 11","5710","23-22140134-4","","Si","No"
"Colon","Farmacia","San Luis","Merlo","","Las Lajas Y Ruta 1","5881","23-24228789-4","","No","No"
"Farmacia Paravati Ii","Farmacia","San Luis","Merlo","","Poeta Aguero 323","5881","27-22240575-6","","No","No"
"Farmacia Rivadavia","Farmacia","San Luis","Merlo","","PRESBITERO BECERRA 604","5881","20-18232817-1","","No","No"
"Balcarce","Farmacia","San Luis","San Luis","","25 De Mayo 625, D5700agb D5700agb, San Luis","5700","33-71747948-9","","Si","No"
"Dan Bel","Farmacia","San Luis","San Luis","","Bolívar 611","5700","30-71606910-5","","No","No"
"De La Virgen","Farmacia","San Luis","San Luis","","AYACUCHO 1102","5700","20-21516975-9","","No","No"
"Farmacia Aconcagua","Farmacia","San Luis","San Luis","","Mitre 870, D5700 San Luis, Argentina","5700","30-71791364-3","","No","Si"
"Farmacia El Boticario","Farmacia","San Luis","San Luis","","Ayacucho 828","5700","23-31695169-4","","No","No"
"Farmacia La Piramide","Farmacia","San Luis","San Luis","","Cdad. Del Rosario 360","5700","27-14144418-8","","No","No"
"Farmacia Los Alamos ( Bolivar)","Farmacia","San Luis","San Luis","","BOLIVAR 1259","5700","30-71497026-3","","No","No"
"Farmacia Los Alamos (Junin)","Farmacia","San Luis","San Luis","","JUNIN 914","5700","30-71497026-3","","No","No"
"Farmacia Los Alamos (Las Heras )","Farmacia","San Luis","San Luis","","SAN MARTIN 1196","5700","30-71497026-3","","Si","No"
"Farmacia Los Alamos (Maipu) ","Farmacia","San Luis","San Luis","","MAIPU 935","5700","30-71497026-3","","Si","No"
"Farmacia Los Alamos (San Martin))","Farmacia","San Luis","San Luis","","SAN MARTIN 502","5700","30-71497026-3","","Si","No"
"Farmacia Puntana","Farmacia","San Luis","San Luis","","Av España 571","5700","30-63416798-2","","No","No"
"Farmacia San Isidro","Farmacia","San Luis","San Luis","","PRESIDENTE JUAN DOMINGO PERON 1028","5702","27-30529866-8","","No","No"
"Farmacity 152-San Luis 3 - Peatonal","Farmacia","San Luis","San Luis","","RIVADAVIA 602","5700","30-69213874-7","","No","No"
"Farmacity 165-San Luis 4","Farmacia","San Luis","San Luis","","CASEROS Y PRESIDENTE ARTURO ILLIA AVDA.","5700","30-69213874-7","","No","No"
"Farmacity 370 - Sl Sarmiento","Farmacia","San Luis","San Luis","","Sarmiento 796","5700","30-69213874-7","","No","No"
"Farmacity 373 - España","Farmacia","San Luis","San Luis","","Av. España 597","5700","30-69213874-7","","No","No"
"Farmacity 404 - Juana Koslay","Farmacia","San Luis","San Luis","","Av. Del Viento Chorrillero 1420","5701","30-69213874-7","","No","No"
"Farmacity 91-San Luis","Farmacia","San Luis","San Luis","","JUNIN 952","5700","30-69213874-7","","No","No"
"Femesa","Farmacia","San Luis","San Luis","","Colon 1341","5700","30-68398660-3","","No","No"
"Italia","Farmacia","San Luis","San Luis","","Av. Italia 1771","5703","30-71646887-5","","Si","Si"
"Los Alamos Illia","Farmacia","San Luis","San Luis","","Mitre 888","5700","30-71497026-3","","Si","No"
"Los Alamos Lafinur","Farmacia","San Luis","San Luis","","Av. Lafinur 15","5700","30-71497026-3","","No","No"
"Los Alamos (Pringles)","Farmacia","San Luis","San Luis","","PRINGLES 911","5700","30-71497026-3","","Si","No"
"Maria Auxiliadora","Farmacia","San Luis","San Luis","","Avenida España 546","5700","30-58129225-9","","Si","Si"
"Siempre Farmacias San Luis","Farmacia","San Luis","San Luis","","Rivadavia 1052, San Luis","5702","30-71098414-6","","No","No"
"Tello","Farmacia","San Luis","San Luis","","Héroes De Malvinas 323","5700","27-16117245-1","","No","No"
"Farmacia Farmanueva","Farmacia","San Luis","Tilisarao","","9 de Julio 393","5773","27-34660260-6","","No","No"
"Barrio 828","Farmacia","San Luis","Villa Mercedes","","Chacabuco 830","5730","20-37779057-0","","No","No"
"Farmacia Alfa","Farmacia","San Luis","Villa Mercedes","","SAN MARTIN 353","5730","27-20523567-7","","No","No"
"Farmacia Del Aguila I","Farmacia","San Luis","Villa Mercedes","","Pedernera 301","5730","30-71098414-6","","No","No"
"Farmacia Del Aguila Ii","Farmacia","San Luis","Villa Mercedes","","Av. Mitre 601, Villa Mercedes, Provincia De San Luis, Argentina","5730","30-71098414-6","","Si","Si"
"Farmacia Estación ","Farmacia","San Luis","Villa Mercedes","","AV. ORIGONE 457","","27-23822112-4","","No","No"
"Farmacia La Terminal","Farmacia","San Luis","Villa Mercedes","","Chacabuco 28 ","5730","23-13039023-4","","No","No"
"Farmacia Mirta Maria","Farmacia","San Luis","Villa Mercedes","","Balcarce 503","5730","20-25394136-8","","No","No"
"Farmacity 166-San Luis Mitre","Farmacia","San Luis","Villa Mercedes","","CORDOBA 37","5730","30-69213874-7","","No","No"
"Farmacity 97-Villa Mercedes","Farmacia","San Luis","Villa Mercedes","","PEDERNERA 424","5730","30-69213874-7","","No","No"
"Grassi Sucursal I","Farmacia","San Luis","Villa Mercedes","","Av. Bartolomé Mitre 600, D5730 Villa Mercedes, San Luis, Argentina","5730","30-55034012-3","","Si","No"
"Grassi Villa Mercedes","Farmacia","San Luis","Villa Mercedes","","Balcarce 399, D5730 Villa Mercedes, San Luis, Argentina","5730","30-55034012-3","","Si","No"
"Siempre Farmacias Del Aguila","Farmacia","San Luis","Villa Mercedes","","Edison 2","5730","30-71098414-6","","Si","Si"
"Farmacia Buenos Vientos","Farmacia","Santa Cruz","El Calafate","","Monseñor Fagnano 2785, Z9405 El Calafate, Santa Cruz, Argentina","9405","20-32104572-4","","Si","Si"
"Calo","Farmacia","Santa Cruz","Rio Turbio","","Av. De Los Mineros 232","9407","20-28491162-9","","No","No"
"Barbero Veronica","Farmacia","Santa Fe","Acebal","Acebal","BV. CENTENARIO 352","2109","27-23274850-3","","No","No"
"Mansilla","Farmacia","Santa Fe","Acebal","Acebal","MaríA Saá Pereyra 619","2109","27-12379162-8","","No","No"
"Farmacia Capella","Farmacia","Santa Fe","Alcorta","Alcorta","BV. 25 DE MAYO 567","2117","27-32507935-0","","Si","No"
"Farmacia Toneguzzo","Farmacia","Santa Fe","Alcorta","Alcorta","Italia 312","2117","27-31534865-5","","No","No"
"Coronati","Farmacia","Santa Fe","Alvarez","Alvarez","Bv, Av. San Martín 603,","2107","27-20269294-5","","No","No"
"Farmacia Nencioni","Farmacia","Santa Fe","Alvarez","Alvarez","Saavedra 799, S2107 Alvarez, Santa Fe, Argentina","2107","24-28914609-8","","No","No"
"Farmacia Giudice","Farmacia","Santa Fe","Andino","Andino","Lisandro De La Torre 672, Andino, Santa Fe, Argentina","2215","20-26203512-4","","No","No"
"Delpiccolo","Farmacia","Santa Fe","Arequito","Arequito","B. Lopez 1923","2183","27-29736763-9","","No","No"
"Angelero","Farmacia","Santa Fe","Arequito","Arequito","L.N. Alem 1576","2183","27-31663275-6","","No","No"
"Asociacion Mutual Caseros Salud","Farmacia","Santa Fe","Arequito","Arequito","Cordoba 1202","2183","30-71217762-0","","No","No"
"Buccella","Farmacia","Santa Fe","Arequito","Arequito","Av. 9 De Julio 1533, Arequito, Santa Fe","2183","27-17066615-7","","No","No"
"Farmacia Del Valle ","Farmacia","Santa Fe","Arequito","Arequito","ALEM 1340","2183","27-18569321-5","","No","No"
"Farmacia Mariani","Farmacia","Santa Fe","Arequito","Arequito","BRIGADIER LOPEZ 1686","2183","27-34294033-7","","No","No"
"Biagetti","Farmacia","Santa Fe","Armstrong","Armstrong","Blvd. 14 De Diciembre 1802","2508","23-17568272-4","","No","No"
"Francisconi","Farmacia","Santa Fe","Armstrong","Armstrong","Bv Flotr N 1745, Armstrong, Santa Fe","2508","27-17894919-0","","No","No"
"G. Francisconi","Farmacia","Santa Fe","Armstrong","Armstrong","J. Cuffia 1796, S2508 Armstrong, Santa Fe","2508","27-36575889-7","","No","No"
"Berdini","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","9 De Julio 845, S2128 Arroyo Seco, Santa Fe","2128","27-22683729-4","","No","No"
"Braccio","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","HIPOLITO YRIGOYEN 230","2128","27-24574117-6","","No","No"
"Casciani","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","Islas Malvinas 195 Oeste","","27-24750394-9","","No","No"
"Del Prete","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","MORENO 295","2128","27-18425768-3","","Si","Si"
"Elisa Laura Grasso (Farmacia Grasso)","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","Intendente Costantini 53, Arroyo Seco, Santa Fe","2128","27-30590225-5","","No","No"
"Farmacia Bondieu","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","San Martín 621","2128","27-17324172-6","","No","No"
"Farmacia Carfagno","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","Juan B. Justo 658","2128","20-34208985-3","","Si","Si"
"Farmacia Delvecchio","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","Humberto Primo 659","2128","27-05257276-8","","No","No"
"Farmacia Di Mauro","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","MORENO 31","2128","23-20141349-4","","Si","Si"
"Farmacia Grassi","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","Sarmiento 641","2128","27-11668368-2","","Si","No"
"Farmacia Malucchi","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","San Martín 98, Arroyo Seco, Santa Fe, Argentina","2128","27-13720245-5","","No","No"
"Farmacia Tognetti","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","San Martín 337","2128","20-16818226-1","","Si","Si"
"Gaudio","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","General López 43, Reconquista, Provincia de Santa Fe, Argentina","2128","27-16498464-3","","No","No"
"Mafka","Farmacia","Santa Fe","Arroyo Seco","Arroyo Seco","Ruta Prov 1 Km 11800, Teófilo Madrejón 1065 Locales 4 Y 5, S3001 Arroyo Leyes, Santa Fe","3001","27-37282582-6","","No","No"
"Farmacia Vicentin (Avellaneda)","Farmacia","Santa Fe","Avellaneda","Avellaneda","SAN MARTIN 875","3561","27-20146158-3","","Si","No"
"Zaballa","Farmacia","Santa Fe","Bigand","Bigand","1º De Mayo 1696","3000","27-33487873-8","","No","No"
"Farmacia Biondi","Farmacia","Santa Fe","Bombal","Bombal","ALTAMIRANO 521","2179","23-20141805-4","","No","No"
"Quadrini","Farmacia","Santa Fe","Bombal","Bombal","belgrano 298","2179","27-31336156-5","","No","No"
"Cargnelutti","Farmacia","Santa Fe","Calchaqui","Calchaqui","Pueyrredón 901","","23-29350100-9","","Si","No"
"Carranza","Farmacia","Santa Fe","Cañada De Gomez","Cañada De Gomez","Marconi 26","2500","27-32306783-5","","No","No"
"Farmacia Marcelo Garcia","Farmacia","Santa Fe","Cañada De Gomez","Cañada De Gomez","LAVALLE 1301 ","2500","20-17102385-9","","No","No"
"Farmacia Martini","Farmacia","Santa Fe","Cañada De Gomez","Cañada De Gomez","Lavalle 939, Cañada de Gomez, Santa Fe, Argentina","2500","27-34385005-6","","Si","No"
"Farmacia Sanchez","Farmacia","Santa Fe","Cañada De Gomez","Cañada De Gomez","BOULEVARD CENTENARIO 505","2500","27-24344712-2","","No","No"
"Fontana","Farmacia","Santa Fe","Cañada De Gomez","Cañada De Gomez","CENTENARIO 2195","2500","27-29119875-4","","No","No"
"Montañez","Farmacia","Santa Fe","Cañada De Gomez","Cañada De Gomez","Ocampo 698","2500","27-34385156-7","","No","No"
"Celario","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","AVENIDA SAN LORENZO 901","2154","27-35956244-1","","Si","Si"
"Colautti","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","REMEDIOS DE ESCALADA 19","2154","24-27081990-3","","Si","No"
"Farmacia Gialleonardo","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","Cristóbal Colón 799","2154","27-16814491-7","","No","No"
"Farmacia Gonzalez","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","Cristóbal Colón 1312","2154","27-17934932-4","","No","No"
"Farmacia Ricca","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","PRESIDENTE PERON 99","2154","20-18573581-9","","No","No"
"Farmacia Rosario","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","Av. San Lorenzo 673","2154","20-20388399-5","","No","No"
"Farmacia Rossini","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","Cristóbal Colón 13 Local 5, S2154cja Cap. Bermúdez, Santa Fe, Argentina","2154","27-17258125-6","","No","No"
"Rucci","Farmacia","Santa Fe","Capitan Bermudez","Capitan Bermudez","9 de Julio 177, Capitán Bermúdez, Provincia de Santa Fe, Argentina","2154","20-21578952-8","","Si","No"
"Yocco","Farmacia","Santa Fe","Capitan Gomez","Capitan Gomez","San Martín 901","2500","27-37074577-9","","Si","Si"
"Farmacia Mutual Independencia","Farmacia","Santa Fe","Carcaraña","Carcaraña","Av Belgrano 1166 subsuelo","2138","30-63050338-4","","No","No"
"Farmacia Soc Italiana De Socorros Mutuos (Farmacia Mutual Soc Italiana )","Farmacia","Santa Fe","Carcaraña","Carcaraña","SARMIENTO 1405","2135","30-54564097-6","","Si","Si"
"Gassmann","Farmacia","Santa Fe","Carcaraña","Carcaraña","AVENIDA MANUEL BELGRANO 1032","2138","23-06183472-9","","No","No"
"Asociacion Mutual Caseros Salud Casilda","Farmacia","Santa Fe","Casilda","Casilda","Escalada 2642","2170","30-71217762-0","","No","No"
