https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link,Tipo,Provincia,Localidad,Barrio,Domicilio,Cód. Postal,Cuit,Telefono,Ap.Vacuna,Ap.Vacuna Menor
Elena - Minerva,Farmacia,Catamarca,San Fernando Del Valle De Catamarca,,Ayacucho 801,4700,30-66805478-8,3834-437309,No,No
Farmacia Cichetti,Farmacia,Santa Fe,Firmat,,CARLOS CASADO 846,2630,23-24211989-4,(03465) 420532 / (0341) 156946057,No,No
Vacunatorio Ceivac Barrio Norte,Vacunatorio,Tucuman,San Miguel De Tucuman,San Miguel De Tucuman,SANTIAGO 157 - 8voiso,4000,30-71686808-3,(0381) 4978433 / 5946974,Si,No
Vacunatorio Ceivac Yerba Buena,Vacunatorio,Tucuman,Yerba Buena,Yerba Buena,LOBO DE LA VEGA 213,4107,30-71686808-3,(0381) 4849942 / 5946974,Si,No
Vacunatorio Ceivac,Vacunatorio,Tucuman,San Miguel De Tucuman,San Miguel De Tucuman,SAN JUAN 885,4000,30-71686808-3,(0381) 4221390 / 5946974,Si,No
Rawson,Farmacia,Buenos Aires,Banfield,,URIARTE 398,1828,20-05169533-0,(011) 42420644 / 1560497732,No,No
Barbero Veronica,Farmacia,Santa Fe,Acebal,,BV. CENTENARIO 352,2109,27-23274850-3,(03469) 421182 / 15692678,No,No
Farmacia Las Colonias,Farmacia,Entre Rios,Parana,,AV ALMAFUERTE 26,3100,23-08492906-9,(0343) 4343048 / 4762415,No,No
Farmacia Leszkiewicz ,Farmacia,Santa Fe,Puerto General San Martin,,BUENOS AIRES 1018,2202,27-31187079-9,(03476) 449364 / 695098 (AGIL),Si,No
Farmacia Mercurio,Farmacia,Santa Fe,Rosario,,SANTA FE 1813,2000,27-17341321-7,(341) 4407002 / WA 341 4407003,No,No
Farmacia Gremial Sutiaga,Farmacia,Buenos Aires,San Martin,,18 DE DICIEMBRE 2053,1650,34-54423666-2,(011) 4752-8579 / 1562788921 (AGIL),No,No
Nueva Pellegrini,Farmacia,Mendoza,Mendoza,,Pellegrini 287,5500,30-71679064-5,0261 4631383,Si,No
Daro,Farmacia,Cordoba,Bell Ville,,Velez Sarsfiel 18,2550,27-17490500-8,(03537) 426310,No,No
Farmacia Funes City,Farmacia,Santa Fe,Funes,,Tucumán 59,2132,23-33873952-4,(0341) 6015281 / (351) 7031352 (AGIL),Si,No
Farmacia De Elia,Farmacia,Santa Fe,Rosario,,PTE. ROCA 756,2000,27-27174900-2,(0341) 2101245,Si,No
Farmacia Ros,Farmacia,Buenos Aires,Matheu,,NAZARRE 430 - PASEO DEL PUEBLO - LOC 1,5109,27-33084196-1,(0348) 154390060 / 154541306,No,No
Farmacia Walter,Farmacia,Santa Fe,Rafaela,,SARMIENTO 110,2300,20-20148907-6,(3492) 504900 / 521900,Si,No
Farmacia Del Sud Suc. 9,Farmacia,Cordoba,Rio Cuarto,,J.J. CASTELLI 1095/1097,5800,30-71653556-4,(0358) 5622348 (AGIL),No,No
Farmacia Del Sud Suc. 5,Farmacia,Cordoba,Rio Cuarto,,San Martin 2108,5800,33-70957712-9,(0358) 4653777 / 4780132 (AGIL),No,No
Farmacia Del Sud Suc. 6,Farmacia,Cordoba,Rio Cuarto,,ALVEAR 1227,5800,33-70957712-9,(0358) 4645697 / 4780132 (AGIL),No,No
Farmacia Del Sud Suc. 4,Farmacia,Cordoba,Rio Cuarto,,H. IRIGOYEN 1039,5800,30-66905925-2,(0358) 4649272 / 4195146 (AGIL),No,No
Farmacia Del Sud Suc. 2,Farmacia,Cordoba,Rio Cuarto,,ALVEAR 872,5800,33-70957712-9,(0358) 4646258 / 4780132 (AGIL),No,No
Farmacia Capella,Farmacia,Santa Fe,Alcorta,,BV. 25 DE MAYO 567,2117,27-32507935-0,(03465) 472396 / 15401979 (AGIL),Si,No
Farmacia Dibur,Farmacia,Buenos Aires,Bella Vista,,Rio Limay 1126,1161,27-36164634-2,(011) 40422564,No,No
Farmacia Martinez Vieyra,Farmacia,Buenos Aires,General Rodriguez,,SARMIENTO 921,1748,20-21358105-9,(0237) 4843484,No,No
Farmacia Del Sud Suc. 3,Farmacia,Cordoba,Rio Cuarto,,SAN MARTIN 1030,5800,30-69756087-0,(0358) 5622795 / 5622795 (AGIL),No,No
Farmacia Del Sud Suc. 1,Farmacia,Cordoba,Rio Cuarto,,AV. SABATTINI 3104,5802,30-69756087-0,(0358) 4646258 / 4195146 (AGIL),No,No
Sanchez Antoniolli Xiv,Farmacia,Cordoba,Cordoba,,BV. ILLIA 417,5000,30-70882226-0,0800-888-4552,No,No
 Iglesias,Farmacia,Buenos Aires,Bolivar,,AV. VENEZUELA 546,6550,27-21853174-7,(02314) 426205 ,Si,No
Farmacia Del Hospital Italiano Dino 1,Farmacia,Cordoba,Cordoba,,RODRIGUEZ DEL BUSTO 4086 LOC 11,5009,33-70819586-9,(0351) 155732155 / 4534513 (AGIL),No,No
Farmacia Del Hospital Italiano Dino 2,Farmacia,Cordoba,Salsipuedes,,SARMIENTO 1007 LOC 5,5113,33-70819586-9,(0351) 155731875 / 4534513,No,No
Farmacia San Damian,Farmacia,La Pampa,Santa Rosa,,AV. SPINETTO 574,6300,27-14664434-7,(2954) 417800 / 421216 / 271916,Si,No
Farmacia Davit,Farmacia,La Pampa,Santa Rosa,,SAN LUIS 647,6300,27-17999455-6,(02954) 418833,No,No
Farmacia Antigua Pozuelo,Farmacia,Buenos Aires,Pilar,,RIVADAVIA 702,1629,30-70488948-9,(011) 59491013,Si,No
Farmacia Del Pueblo,Farmacia,Cordoba,Alta Gracia,,ESPAÑA 105,5186,23-21400683-9,(03547) 430195 / 544569,No,No
Szpyrnal,Farmacia,Buenos Aires,Mar Del Plata,,RODRIGUEZ PEÑA 3695 ESQ. 14 DE JULIO ,7600,30-71600680-3,(0223) 4763940,Si,No
Del Pueblo Troncos,Farmacia,Tucuman,Yerba Buena,,Aconquija 1336,4107,33-70241330-9,(0381) 4251040,No,No
Mutual A.M.U.S,Farmacia,Santa Fe,Santa Fe,,Rivadavia 3076,3000,30-69366417-5,(0342) 4575021/22,No,No
Pescetti Julieta,Farmacia,Santa Fe,Santo Tome,,AV. 7 DE MARZO 1760,3016,27-35018669-2,(0342) 4740375,Si,No
Lcfarma,Farmacia,Cordoba,Alta Gracia,,Avenido Hipólito Yrigoyen 1350,5186,27-32279742-2,03547-421488,No,No
Farmacia Mastrogiovanni,Farmacia,Buenos Aires,Isidro Casanova,1765,AV. Carlos Casares 3414,1765,20-16342144-6,(011) 46691752,No,No
Farmacia Pagoto,Farmacia,Buenos Aires,La Plata,,Calle 659 N 746,1900,30-71569726-9,(0221) 4416996,No,No
Salud Global Libertador,Farmacia,Capital Federal,Capital Federal,BELGRANO,Av. Libertador 6239,1428,30-71702975-1,(011) 47848300,No,No
Las Pampas,Farmacia,Buenos Aires,Hudson,,Colectora Dr. Balbin N 5445 local 40,1844,27-22211068-3,(011) 33198282,Si,No
Farmacia Farmavid,Farmacia,Mendoza,Carrodilla,,SAN MARTIN 6279,5502,30-71170332-9,(0261) 152181757,No,No
Farmacia Viamonte,Farmacia,Mendoza,Chacras De Coria,,VIAMONTE 4737,5505,30-70313897-3,(0261) 152733795,No,No
Farmacia Flores,Farmacia,Santa Fe,Rosario,,BV. OROÑO 1191 ESQ. MENDOZA,2000,27-17413968-2,(0341) 7438856,Si,No
La Farma Don Torcuato,Farmacia,Buenos Aires,Don Torcuato,,AV. ANGEL TORCUATO DE ALVEAR 1472,1611,30-71621270-0,(011) 47414994,Si,No
Farmacia Perez Alvarez Ii,Farmacia,Cordoba,Bell Ville,,CORDOBA 479,2550,27-17955693-1,(03537) 415500 / 415524,No,No
Sanchez Antoniolli 21,Farmacia,Cordoba,Cordoba,,José María Bedoya 695 - Local 2,5000,30-70882226-0,0800-888-4552,No,No
Farmacia San Martin,Farmacia,La Pampa,General Pico,,AV SAN MARTIN 345,6360,30-71488101-5,(02302) 322841,No,No
Farmacia Talleres,Farmacia,La Pampa,General Pico,,CALLE 17 ESQ 12,6360,30-71488101-5,(02302) 331665,No,No
Farmacia Maria Auxiliadora,Farmacia,La Pampa,General Pico,,CALLE 1 N 341 OESTE,6360,30-71488101-5,(02302) 331150,No,No
Farmacia Magistral,Farmacia,La Pampa,General Pico,,CALLE 9 N 141,6360,30-71488101-5,(02302) 324050,No,No
Farmacia Farmas,Farmacia,Tucuman,Yerba Buena,,LOBO DE LA VEGA 213,4107,23-32927482-9,(0381) 4864325,No,No
Farmacia Romero,Farmacia,Santa Fe,Villa Cañas,,CALLE 48 N 29,2607,27-22636381-0,(03462) 450736,No,No
Farmacia Ianni,Farmacia,Santa Fe,Firmat,,SARMIENTO 1232,2630,27-21556835-6,(3465) 420740,Si,No
Farmacia Figueroa Sobrero,Farmacia,Santa Fe,Santa Fe,,GENERAL PAZ 7471,3000,20-14048723-7,(0342) 4191179,No,No
Farmacia Del Lago ,Farmacia,Buenos Aires,Tandil,,Av. Falucho 1182,7001,30-71412653-5,(0249) 4460810 / (0249) 4487850,No,No
Farmacia Banchio,Farmacia,Santa Fe,Santa Fe,,AVENIDA GENERAL PAZ 7165,3000,27-31502735-2,(0342) 4603500,Si,No
Red Market Posadas,Farmacia,Misiones,Posadas,,BELGRANO 1718 EX 391/393,3300,30-71686601-3,0376 443 0006,No,No
Farmacia Amudeba,Farmacia,Santa Fe,Santa Fe,,PRIMERA JUNTA 2664,3000,30-71452064-0,(0341) 4558037,No,No
Vitalfarma,Farmacia,Cordoba,Embalse,,General Pistarini 244,5856,27-36487471-0,(03571) 358748,Si,No
Farmacia Navickas,Farmacia,Buenos Aires,La Plata,,Calle 7 N 307 e/ 528 y 529,1906,20-21432448-3,(0221) 2448439,No,No
Farmacia Ipharm,Farmacia,Buenos Aires,Tigre,,Av. de los Lagos 7010,1870,30-70887064-8,(011) 48715667,No,No
Farmacia Artigas,Farmacia,Entre Rios,Parana,,Artigas 1590,3100,30-71504998-4,(0343) 4390299,No,No
Farmacia Corrales,Farmacia,Entre Rios,Parana,,Av. Almafuerte 1370,3100,30-71620242-5,(0343) 4240444,Si,No
Farmacia Del Pueblo,Farmacia,Entre Rios,Parana,,Av. Ejercito 1450,3100,30-71504998-4,(0343) 4374000,Si,No
Farmacia Unidas,Farmacia,Entre Rios,Parana,,Provincias Unidas 589,3100,30-71638091-9,(0343) 4072430,No,No
Sindical Uepc,Farmacia,Cordoba,Cordoba,,Salta 138/40/44,5000,30-53550620-1,(0351) 4101360/1/2,No,No
Farmacia Catena,Farmacia,Santa Fe,Rosario,,Bv. Oroño 5093,2000,20-23344983-1,(0341) 7191871,No,No
Farmacia Di Sipio,Farmacia,Santa Fe,Rosario,,Riccheri 1198,2000,27-24902471-1,(0341) 7204306,No,No
Farmacia Insaurralde,Farmacia,Santa Fe,Rosario,,Francia 1085 Local 4,2000,20-22838651-1,(0341) 7180765,Si,No
Farmacia Lombardelli,Farmacia,Santa Fe,Rosario,,Mendoza 2595,2000,20-17425518-1,(0341) 7216962,No,No
Vacunar Sede Dot,Vacunatorio,Capital Federal,Capital Federal,,Vedia 3788,1430,30-70730135-6,(011) 45487900,Si,No
Farmacia Cosimo,Farmacia,Santa Fe,Granadero Baigorria,,J.M. Estrada 222,2152,27-33446474-7,(0341) 2990017,No,No
Farmacia Minaglia,Farmacia,Santa Fe,Rosario,,Entre Ríos 2564,2000,27-33655642-8,(0341) 2987422,No,No
Farmacia Orihuel,Farmacia,Tucuman,San Miguel De Tucuman,,Mitre 869,4000,27-14410418-3,(0381) 4238097 -(0381) 5438563,No,No
Tao Pehuenes,Farmacia,Rio Negro,San Carlos De Bariloche,,Pioneros 7536,8400,30-71587877-8,(0294) 4892743,No,No
Sandobal Manuel Orlando,Farmacia,Mendoza,Bowen,,Sarmiento 402,5634,27-14175023-8,(02625) 480009,No,No
Farmacia Sini,Farmacia,Mendoza,San Rafael,,Carlos Washington Lencinas 107,5600,20-17261889-9,(0260) 4434324,No,No
Farmacia Daruich 2,Farmacia,Tucuman,Yerba Buena,,Av. Aconquija 941 ,4107,27-14660112-5,(0381) 4257629,No,No
Farmacia Valverde,Farmacia,Santa Fe,Santa Fe,,1 de Mayo 2215,3000,27-13894593-1,(0342) 4535891 / 4534895,No,No
Farmacia Devesa,Farmacia,Buenos Aires,Lezama,,Saturno 592 esquina El Lucero,6702,20-25778140-3,(02323) 15606888,No,No
Nihuil,Farmacia,Mendoza,Villa Nueva,,Godoy Cruz 3563,5521,30-70856208-0,(0261) 4263200,Si,No
Farmacia Lider E53,Farmacia,Cordoba,Unquillo,,Ruta E 53 km 12 local 1 y 2 - complejo altos del talar,5000,30-70928404-1,(0351) 6111230,No,No
Farmacia Lider W,Farmacia,Cordoba,Cordoba,,Jose Maria Zanon 9107 - local 2 - Villa Warcalde ,5000,30-70928404-1,(0351) 8529455,No,No
De La Union,Farmacia,Entre Rios,Chajari,,Av. Siburu 1050,3228,30-70829865-0,(03456) 424252 / 30708298650,Si,No
Farmacia Maria Jimena Pressiani,Farmacia,Santa Fe,Casilda,,Garibaldi 2352,2170,27-30624035-3,(03464) 426482,No,No
Ruben Bellei,Farmacia,Buenos Aires,Bahia Blanca,,Estomba 131,8000,30-71863284-2,2915715196,Si,Si
Scienza Pelligrini,Farmacia,Capital Federal,Capital Federal,Monserrat,Carlos Pellegrini 163,1009,30-68178305-5,55547975 INTERNO 416,No,No
Farmacia Miranda,Farmacia,Buenos Aires,Villa Luzuriaga,,Venezuela 4617,1754,27-24984468-9,(011) 46255380,No,No
Farmacia Red Miguel Lanus Vii,Farmacia,Misiones,Posadas,,Av Cabred 1125,3300,30-71405339-2,(0376) 4444800,No,No
Farmacia Cupellino,Farmacia,Santa Fe,Rosario,,Juan A. Maza 3302,2000,24-25002099-2,(0341) 4551890,No,No
Farmacia Sales,Farmacia,Cordoba,Ausonia,,San Martin 111,5901,27-14995700-1,(0353) 4888017,No,No
Farmacia Trabichet,Farmacia,Entre Rios,Gualeguay,,Leandro N. Alem 243,2840,23-32545853-4,(03444) 423398,No,No
Arakaki,Farmacia,Buenos Aires,City Bell,,Calle 467 Nº 1294,1896,27-25006590-1,(0221) 4724327,No,No
Farmacia Dameli,Farmacia,Capital Federal,Capital Federal,COLEGIALES,Virrey Aviles 3371,1426,30-69474068-1,(011) 45510313,No,No
Nueva Farmacia Alexander,Farmacia,San Juan,San Juan,,Av. Paula Albarracin de Sarmiento Sur 1299,5400,27-14996868-2,(0264) 4216821 / 4229213,Si,No
Beccar,Farmacia,Buenos Aires,Beccar,,Av. Centenario 1601,1643,30-70837133-1,(011) 47427640,Si,No
Farmacia Gamulin,Farmacia,Santa Fe,Rosario,,Rodriguez 714,2000,23-13600695-9,(0341) 4392963,No,No
Del Plata San Francisco De Asis,Farmacia,Mendoza,Tupungato,,Liniers 1261,1563,30-67201084-1,02622-488681,No,No
Pomiro 2,Farmacia,Cordoba,Unquillo,,San Martin 3566,5109,23-22008474-4,(03543) 485792,No,No
Farmacia Fessia,Farmacia,Santa Fe,Rosario,,Martin Fierro 370,2000,20-21008292-2,(0341) 4535049,No,No
Farmacia Osvaldini,Farmacia,Buenos Aires,Pinamar,,Del Lenguado 1296,7167,30-71536826-5,(02254) 482867,Si,Si
Vac Cepem Consultorios Medicos,Vacunatorio,Buenos Aires,Moron,Moron,Gral. Machado 729,1708,30-70870140-4,28218080,Si,No
Farmacia Itati,Farmacia,Chaco,Saenz Peña,,San Martín 502,3700,33-67007835-9,0364 (4421667),No,No
Del Aguila,Farmacia,San Luis,Villa Mercedes,,Edison 2,5730,30-71098414-6,(0249) 4454314 | 0249 4621488 ,Si,Si
Farmacia Del Aguila I,Farmacia,San Luis,Villa Mercedes,,Pedernera 301,5730,30-71098414-6,(0249) 4454314,Si,No
Del Aguila Ii,Farmacia,San Luis,Villa Mercedes,,Av. Mitre 601,5730,30-71098414-6,(0249) 4454314,Si,Si
Farmacia Nueva Soper,Farmacia,Capital Federal,Capital Federal,Boedo,AVENIDA BOEDO 783,1218,30-68407863-8,(011) 49311675,No,No
Farmacia Suiza,Farmacia,Capital Federal,Capital Federal,Boedo,AVENIDA BOEDO 937,1218,30-57825223-8,(011) 49311458,No,No
F + Salud (Gurtubay),Farmacia,Buenos Aires,Longchamps,,"Dr. José Alberto Kellertas 727,",1854,20-17746429-6,4233-2205 / 2366,Si,No
Haniewicz Iii,Farmacia,Cordoba,Malvinas Argentinas,,AV SAN MARTIN 635 MALVINAS ARGENTINAS 2da SECC,5125,20-22036999-5,(03512) 428611,No,No
Farmacia Montoya,Farmacia,Buenos Aires,Zarate,,"Avenida Anta 905, Zárate, Provincia de Buenos Aires, Argentina",2800,30-71528125-9,(03487)441-811,Si,No
Di Marco,Farmacia,Buenos Aires,Tres Arroyos,,SAN MARTIN 417,7500,20-20029375-5,(02983) 423489,No,No
Fal,Farmacia,Buenos Aires,Bolivar,,San Martin 500 y Alvear,6550,30-71608038-9,(02314) 427480 / 8254,Si,Si
Farmacia Las Candelas,Farmacia,Mendoza,Chacras De Coria,,Alte Brown 1118 local 1,1484,20-22089119-5,(0261) 4576716,No,No
Regional,Farmacia,Mendoza,Lujan De Cuyo,,San Martin 920,5507,30-67636578-4,(0261) 4989263,Si,No
Farmacia San Pedro,Farmacia,Mendoza,Maipu,,San Martin 202,5515,30-71423549-0,(0261) 4813297 / 4810331,No,No
Farmacia Santa Ana Ii,Farmacia,Mendoza,Lujan De Cuyo,,Alvear 150,5507,30-70864336-6,(0261) 4987173,Si,No
Farmacia Santa Ana Iii,Farmacia,Mendoza,Lujan De Cuyo,,San Martin 400,5507,30-70864336-6,(0261) 4980708,No,No
Farmacia Santa Ana Iv,Farmacia,Mendoza,Carrodilla,,San Martin 7980,5507,30-70864336-6,(0261) 4360525,Si,No
Farmacia Raspo San Martin,Farmacia,Buenos Aires,San Martin,,Félix Ballester 2200,1650,30-70805380-1,(011) 47137770,No,No
Farmacia Corradi,Farmacia,Mendoza,Guaymallen,,Olavarria 98 Bº la Floresta,5521,27-14858311-6,(0261) 4215820,Si,Si
Farmacia Acerbi,Farmacia,Santa Fe,Firmat,,San Martin 1380,2680,27-33596554-5,(0341) 6940001,Si,No
Farmacia Laprida,Farmacia,Corrientes,Corrientes,,Av. Laprida 768,3400,30-64767550-2,(03794) 15 321688,Si,No
Farmacias Villegas Salta,Farmacia,Entre Rios,Parana,,SALTA 544,3100,30-71574078-5,(0343) 4314266,No,No
Farmacias Villegas Alameda,Farmacia,Entre Rios,Parana,,ALAMEDA DE LA FEDERACION 166,3100,33-71685421-9,-,No,No
Farmacias Sarmiento,Farmacia,Entre Rios,Crespo,,SAN MARTIN 1138,3116,27-17554255-3,(0343) 4951881,No,No
Farmacias Sarmiento Dos,Farmacia,Entre Rios,Crespo,,25 DE MAYO 1017,3116,27-17554255-4,(0343) 4954967,No,No
Villegas Central,Farmacia,Entre Rios,Parana,,BAVIO 1,3100,30-71697886-5,-,No,No
Farmacia Ramirez,Farmacia,Entre Rios,Parana,,RAMIREZ 996,3100,30-71697886-5,(0343) 4234662,No,No
Farmacia Garcia,Farmacia,Entre Rios,La Paz,,ESPAÑA 862,3190,27-11513226-7,(0343) 7423613,No,No
Centro 2 (Ducca),Farmacia,Santiago Del Estero,Santiago Del Estero,,9 De Julio 151,4200,30-68670924-4,(0385) 4893389,No,No
Villegas Baxada,Farmacia,Entre Rios,Parana,,ALVARADO 2295,3100,30-71187438-8,(0343) 4351381,No,No
Farmacia Pecci,Farmacia,Cordoba,Rio Primero,,Mitre 155,5127,27-20675820-7,FARMACIA PECCI (03574) 420930,No,No
Farmacia Alesso,Farmacia,Santa Fe,Rosario,,Sarmiento 1296,2000,27-17992273-3,(0341) 4261772,No,No
Farmacia Rauek,Farmacia,Mendoza,Maipu,,San Martin 402,5515,20-17381052-1,(0261) 4972424,No,No
Farmacia Deganis,Farmacia,Buenos Aires,Lomas De Zamora,,Molina Arrotea 920,1832,27-05654786-5,(011) 42430292,No,No
Farmacia Borges,Farmacia,Buenos Aires,Olivos,,"Roma 800, esquina Rioja",1636,30-70771111-2,(011) 47909460 / 47998388,No,No
Farmacia Palma,Farmacia,Mendoza,Maipu,,Palma 196,5515,27-18577712-5,(0261) 4973376,Si,No
 Pasteur,Farmacia,Buenos Aires,Coronel Suarez,,Manuel Belgrano 805,7540,27-27106159-0,(02926) 547672,Si,Si
Vacunatorio Cippi,Vacunatorio,Mendoza,Maipu,Maipu,Calle Maza y Belgrano Local 12,5515,33-53939128-9,(0261) 4239051,Si,No
Vacunatorio Cippi,Vacunatorio,Mendoza,Chacras De Coria,Chacras De Coria,Italia 5879 - Local 21,5505,33-53939128-9,(0261) 4239051,Si,No
Vacunatorio Cippi,Vacunatorio,Mendoza,Mendoza,Mendoza,Av Colon 284,5500,33-53939128-9,(0261) 4239051,Si,No
Vacunatorio Cippi,Vacunatorio,Mendoza,Dorrego,Dorrego,Las Cañas 1833,5519,33-53939128-9,(0261) 4239051,Si,No
Vacunatorio Cippi,Vacunatorio,Mendoza,Guaymallen,Guaymallen,Moldes 1023 - Local 024,5521,33-53939128-9,(0261) 4239051,Si,No
Farmacia Grassi,Farmacia,Santa Fe,Arroyo Seco,,Sarmiento 641,2128,27-11668368-2,(03402) 426685,Si,No
De Hoyos,Farmacia,Buenos Aires,Ayacucho,,Arroyo 1241,7150,30-71440073-4,(02296) 452295,No,No
Farmacia Ferrero,Farmacia,Buenos Aires,Olavarria,,Av de los Trabajadores 3335,7400,20-21638267-7,(02284) 425355,No,No
Vacunatorio Mega Salud - Suc. Cerro,Vacunatorio,Cordoba,Cerro De Las Rosas,Cerro De Las Rosas,Cnel. Juan Beverina 2085,5009,30-71437593-4,(0351) 4812233,Si,No
Vacunatorio Mega Salud - Nueva Cordoba,Vacunatorio,Cordoba,Cordoba,Cordoba,Santiago Derqui 9,5000,30-71437593-4,(0351) 4812233,Si,No
Farmacia Ambar Bancaria - Lamarque,Farmacia,Rio Negro,Lamarque,,SAN MARTIN 863,8363,30-70852385-9,(0298) 4532036,Si,No
Farmabelen Suc. Corrales,Farmacia,Capital Federal,Capital Federal,VILLA LUGANO,Corrales 6302,1439,30-71639179-1,(011) 46050367 / 46019969,No,No
Farmacia San Luis,Farmacia,Mendoza,Guaymallen,,Mathus Hoyos 1654,5521,20-16555987-9,(0261) 4450676,No,No
Farmacia Mutual Club Social Y Deportivo Godeken,Farmacia,Santa Fe,Godeken,,Calle 13 Nº 905,2639,30-60491596-8,(03465) 498315,Si,No
Farmacia Goldin,Farmacia,Buenos Aires,San Martin,,Necochea 2038,1650,27-17539796-0,(011) 47553048,No,No
Farmacia Salud,Farmacia,Mendoza,Luzuriaga,,Base Esperanza 1851,5513,20-22814928-5,(0261) 2164401,No,No
Farmacia Cesari,Farmacia,Buenos Aires,San Nicolas De Los Arroyos,,Nación 183,2900,27-31152962-0,(0336) 4427258,No,No
Mutual Santo Tomas De Aquino,Farmacia,Santa Fe,Santo Tome,,Moreno 1898,3016,30-71457940-8,0342 474-7471,No,No
Farmacia Banez,Farmacia,Buenos Aires,General Rodriguez,,Av. Pte Peron 246,1748,24-10422066-1,(0237) 4841624,Si,Si
Berapharma,Farmacia,Buenos Aires,Berazategui,,"Calle 131 número 5698, esquina calle 57",1885,30-71629783-3,(011) 75059702 / 25873988,No,No
Farmacia Tejedor,Farmacia,Buenos Aires,Mercedes,,Calle 16 N° 85,6600,20-20026317-1,(02324) 425529 / 588159,Si,No
Fcia De La Villa,Farmacia,Chubut,Rada Tilly,,Almirante Brown 645,9001,30-71498807-3,(0297) 4452425,Si,No
Farma 365 - Horizonte,Farmacia,Capital Federal,Capital Federal,Villa Del Parque,Av. Álvarez Jonte 3873,1407,30-71143701-7,(011) 48524976 / 45683188 ,Si,No
Farmacia La Esquina Fernandez,Farmacia,Santiago Del Estero,Santiago Del Estero,,San MartíN 298,4322,30-70918938-3,(0385) 5390588,No,No
Del Sud Sucursal 8,Farmacia,Cordoba,Ucacha,,Misiones 150,5800,20-14879711-1,(0353) 4900115,No,No
Farmacia Gûemes,Farmacia,Entre Rios,Concordia,,San Luis 899,3200,30-70886235-1,(0345) 4214121,No,No
Nueva España,Farmacia,Salta,Salta,,España 899,4400,20-17842677-0,(0387) 4225279,No,No
Farmacia Vera,Farmacia,Buenos Aires,Tandil,,Av. españa 958,7000,27-28691996-6,(0249) 4221000,No,No
Del Centro,Farmacia,Entre Rios,Victoria,,Maipu y Pte. Perón,3153,30-71563180-2,(03436) 421605,No,No
Del Condor Palermo,Farmacia,Cordoba,Villa Maria,,Elpidio Gonzalez 244,5900,30-70889665-5,3535623866,No,No
Farmacia Astral,Farmacia,Santa Fe,Rosario,,Juan Manuel de Rosas 1301,2000,27-34387033-2,(0341) 4401506,No,No
Farmacia Cuadra,Farmacia,Buenos Aires,Ramos Mejia,,Avenida de Mayo 1857,1704,27-20349187-0,(011) 60634558,No,No
Farmacia General Paz Huerta Grande,Farmacia,Cordoba,Huerta Grande,,Av. San Martin 945,5174,30-68978301-1,(03548) 425309,No,No
General Paz Liceo,Farmacia,Cordoba,Cordoba,,Av. Alfonsina Storni 37,5019,30-68978301-1,(0351) 3263734 / 4921134,Si,No
Del Teatro,Farmacia,Buenos Aires,Bahia Blanca,,Alsina 501,8000,30-68123169-9,(0291) 4544733,No,No
Farmacia Centurion,Farmacia,Entre Rios,Parana,,Av. Ramirez 3352,3100,27-35706118-6,(0343) 4071252,Si,Si
Pusseto,Farmacia,Santa Fe,Santa Clara De Buena Vista,,Coronel Dominguéz 483,2258,20-16627210-7,(03404) 493122,No,No
Oriol,Farmacia,Santa Fe,Rosario,,Junin 498,2000,27-11871119-5,(0341) 4396478,No,No
Meoli,Farmacia,Santa Fe,Granadero Baigorria,,Saenz 17,2152,27-18360405-3,(0341) 4713592,No,No
Morelli,Farmacia,Santa Fe,El Trebol,,Italia 882,2535,20-29214465-3,(03401) 423210,Si,Si
Sader Iii,Farmacia,Chubut,Trelew,,Michael Jones 1346,9100,27-18016939-9,(0280) 4422072,No,No
Farmacia Amfanor,Farmacia,Capital Federal,Capital Federal,Barracas,AVENIDA MONTES DE OCA 217,1270,33-64400903-9,45195776,No,No
Sanchez Antoniolli Xxiii,Farmacia,Cordoba,Cordoba,,Av. Emilio Caraffa 2392,5000,30-70882226-0,(03513) 462129,No,No
Silvana Martinez Ii,Farmacia,Cordoba,Cordoba,,Altolaguirre 1866,5000,23-22036601-4,(0351) 4530093,Si,No
Farmacia Del Pueblo Expres,Farmacia,Buenos Aires,Tigre,,Av Cazón 635,1648,30-71163501-3,(011) 65512351,No,No
Farmacia Fleming,Farmacia,Entre Rios,Parana,,Juan Baez 195,3100,23-31573668-4,(0343) 4354827 / 4514495,No,No
Gallari,Farmacia,Cordoba,San Francisco,,Caseros 757,2400,20-31593440-1,(03564) 422223,No,No
Farmacia Villa Fox,Farmacia,Buenos Aires,Zarate,,Justa Lima 1565,2800,30-71678060-7,(03487) 422877,No,No
Farmavida Viii,Farmacia,Cordoba,Villa Maria,,San Juan 1270,5900,30-66941453-2,(0353) 4613296,No,No
Farmavida Ix,Farmacia,Cordoba,Villa Maria,,Sarmiento 1966,5900,30-66941453-2,(0353) 4548150,No,No
Farmavida X,Farmacia,Cordoba,Villa Maria,,Av. Larrabure 1486,5900,30-66941453-2,(0353) 4548153,Si,No
Farmavida Xl,Farmacia,Cordoba,Villa Maria,,Corrientes 720,5900,30-66941453-2,(0353) 4613296,No,No
Farmavida Xll,Farmacia,Cordoba,Villa Maria,,Aldo serrano 2078,5900,30-66941453-2,(0353) 4613296,No,No
